SINDH,Karachi Division,0,0,0,0,421544,370756,151,130066
SINDH,Karachi Division,0,0,0,0,250660,228699,74,380714
SINDH,Karachi Division,0,0,0,0,69314,58990,9,137742
SINDH,Karachi Division,0,0,0,0,255640,217438,41,281590
SINDH,Karachi Division,0,0,0,0,188988,174945,34,325716
SINDH,Karachi Division,0,0,0,0,341179,320658,89,594966
SINDH,Karachi Division,0,0,0,99,75570,66318,17,128565
SINDH,Karachi Division,0,0,0,0,434973,397480,130,402463
SINDH,Karachi Division,84561,76340,3,121426,214204,186863,48,222106
SINDH,Karachi Division,64142,57799,13,38055,287384,262911,37,0
SINDH,Karachi Division,0,0,0,0,38030,32578,3,35879
SINDH,Karachi Division,0,0,0,23514,438296,407422,79,637407
SINDH,Karachi Division,0,0,0,0,271646,248524,25,319177
SINDH,Karachi Division,0,0,0,0,222883,180663,28,327639
SINDH,Karachi Division,0,0,0,0,594709,531253,179,529837
SINDH,Karachi Division,0,0,0,0,283476,262645,75,428937
SINDH,Karachi Division,0,0,0,0,197401,186906,82,262199
SINDH,Karachi Division,0,0,0,0,271575,249095,160,387636
SINDH,Karachi Division,132391,115668,39,108045,104861,90264,18,73928
SINDH,Karachi Division,34756,29396,1,35883,0,0,0,0
SINDH,Karachi Division,203681,182077,18,105192,0,0,0,0
SINDH,Karachi Division,69080,60679,2,67647,363324,306620,60,371603
SINDH,Karachi Division,15699,14147,0,17434,105073,96478,14,135033
SINDH,Larkana Division,74255,72130,15,105642,6320,6299,0,11565
SINDH,Larkana Division,98075,93381,24,129218,97597,93437,64,138780
SINDH,Larkana Division,190691,181181,39,312860,47848,45633,20,29125
SINDH,Larkana Division,149000,143364,40,210565,51678,49270,22,58369
SINDH,Larkana Division,58917,56690,15,89891,21662,20644,6,8891
SINDH,Larkana Division,57725,55848,18,90302,19209,18608,2,23477
SINDH,Larkana Division,29585,28554,5,63706,14028,13592,3,0
SINDH,Larkana Division,42166,41451,12,66183,60367,58552,16,60436
SINDH,Larkana Division,59729,57723,15,83026,0,0,0,0
SINDH,Larkana Division,81454,78904,17,153672,35047,34090,7,15776
SINDH,Larkana Division,119612,110303,27,124800,70458,65695,16,92647
SINDH,Larkana Division,177490,166468,28,208925,47172,43786,22,59974
SINDH,Larkana Division,136330,126398,21,175474,13601,12908,1,15300
SINDH,Larkana Division,100437,96535,23,166025,16274,15925,6,5788
SINDH,Larkana Division,83175,79568,14,123408,31491,30707,4,45625
SINDH,Larkana Division,126010,121161,33,164270,249599,238230,177,270283
SINDH,Larkana Division,109819,106068,45,157842,59129,57336,20,68367
SINDH,Larkana Division,143920,136699,17,202962,18433,17499,5,25004
SINDH,Larkana Division,131793,119414,14,173075,12790,12126,3,18606
SINDH,Larkana Division,102838,98487,4,154812,24345,23080,2,33486
SINDH,Larkana Division,100919,95206,8,137610,100520,95619,19,134883
SINDH,Mirpurkhas Division,72370,67918,16,106626,37944,35761,8,40646
SINDH,Mirpurkhas Division,77693,72506,27,83219,0,0,0,0
SINDH,Mirpurkhas Division,73721,68732,9,103811,30781,28598,9,42202
SINDH,Mirpurkhas Division,125811,118224,55,161501,14935,14103,4,17507
SINDH,Mirpurkhas Division,13441,12708,6,11735,120114,113984,35,189671
SINDH,Mirpurkhas Division,76277,71433,23,88634,10828,10168,4,10149
SINDH,Mirpurkhas Division,113515,105847,27,150628,8716,8089,0,0
SINDH,Mirpurkhas Division,180400,147078,14,167235,12839,10473,3,0
SINDH,Mirpurkhas Division,165279,132753,13,165289,4262,3222,0,0
SINDH,Mirpurkhas Division,70873,64833,23,82344,6857,6283,2,9703
SINDH,Mirpurkhas Division,118559,107343,25,127399,9579,8930,3,10427
SINDH,Mirpurkhas Division,60614,56975,20,73651,0,0,0,0
SINDH,Mirpurkhas Division,84594,77003,24,105440,30490,27784,6,19697
SINDH,Mirpurkhas Division,130477,117579,23,153106,6195,5606,0,0
SINDH,Mirpurkhas Division,92326,86929,11,130349,19940,19237,17,27866
SINDH,Mirpurkhas Division,55282,51746,5,71204,6627,6342,3,9978
SINDH,Mirpurkhas Division,82738,78185,44,105274,4782,4465,2,7373
SINDH,Mirpurkhas Division,198684,183951,31,246506,96091,85986,45,66247
SINDH,Shaheed Benazirabad Division,123408,116034,13,165747,31979,30100,10,38373
SINDH,Shaheed Benazirabad Division,145438,138045,24,200572,19769,19090,10,21957
SINDH,Shaheed Benazirabad Division,87512,82134,15,124659,39496,37482,10,30686
SINDH,Shaheed Benazirabad Division,142002,131100,29,204218,49333,46085,30,61033
SINDH,Shaheed Benazirabad Division,138197,128815,48,199971,54258,51561,20,40355
SINDH,Shaheed Benazirabad Division,65078,60897,10,77287,14101,13103,4,12804
SINDH,Shaheed Benazirabad Division,147043,134773,21,199509,26340,24644,12,25580
SINDH,Shaheed Benazirabad Division,176143,163139,25,203861,48029,45447,9,61021
SINDH,Shaheed Benazirabad Division,136878,129042,25,219140,98129,92916,38,90587
SINDH,Shaheed Benazirabad Division,133888,126157,37,163057,29298,27612,12,36417
SINDH,Shaheed Benazirabad Division,105880,99086,32,125711,78244,73762,19,104907
SINDH,Shaheed Benazirabad Division,198949,185677,26,276514,48152,45176,13,28111
SINDH,Shaheed Benazirabad Division,154613,142995,30,208849,26447,24848,11,37948
SINDH,Shaheed Benazirabad Division,69403,64637,24,92058,143911,135385,42,189244
SINDH,Shaheed Benazirabad Division,157749,149563,30,242804,34011,31808,6,27056
SINDH,Sukkur Division,116233,108173,17,143539,44846,41431,9,34615
SINDH,Sukkur Division,196603,186086,52,238468,64169,60150,27,60166
SINDH,Sukkur Division,61430,57808,6,86173,15564,14854,5,0
SINDH,Sukkur Division,129463,123074,14,155999,39014,36246,10,42421
SINDH,Sukkur Division,159987,148921,20,186117,22963,21528,5,21299
SINDH,Sukkur Division,92903,87833,3,130530,22096,21253,0,15906
SINDH,Sukkur Division,87377,81954,3,132370,48256,45623,5,40882
SINDH,Sukkur Division,107578,100984,5,150316,120044,111752,49,124939
SINDH,Sukkur Division,125674,119438,4,184360,48885,46291,5,44270
SINDH,Sukkur Division,135854,127072,0,182369,44131,41516,9,45599
SINDH,Sukkur Division,133128,125771,0,183203,48210,45646,9,43170
SINDH,Sukkur Division,64315,57708,0,92387,20214,18404,2,0
SINDH,Sukkur Division,92683,87891,6,127000,48906,45690,10,50450
SINDH,Sukkur Division,22548,21102,2,29374,142961,133571,39,130101
SINDH,Sukkur Division,174272,161964,27,205976,57085,43009,15,62225
SINDH,Sukkur Division,148419,136392,29,166453,44179,41558,5,57537
SINDH,Sukkur Division,53904,48900,7,64646,14048,12875,2,0
SINDH,Sukkur Division,0,0,0,2833,118916,112511,32,212242
BALOCHISTAN,Makran Division,4334,4250,0,27156,10986,10774,1,0
